iter	Logloss
462	0.3030996115
463	0.3029203074
464	0.3027218811
465	0.3025415272
466	0.3023524066
467	0.3021752263
468	0.3020184432
469	0.301817914
470	0.3016338156
471	0.3014694563
472	0.3012643979
473	0.3011427288
474	0.3009773721
475	0.3007807035
476	0.3005889117
477	0.3004414919
478	0.3002583236
479	0.3000496161
480	0.2998296896
481	0.2996521274
482	0.2994712596
483	0.299289531
484	0.2990882947
485	0.2989038374
486	0.2987315651
487	0.2985447987
488	0.2983655311
489	0.2981607633
490	0.2979774606
491	0.2977934194
492	0.2976111567
493	0.2974643442
494	0.2973162028
495	0.2971491166
496	0.2969778857
497	0.2967924056
498	0.2965950858
499	0.2964147649
500	0.2962534609
501	0.2960454692
502	0.2958603082
503	0.2956947632
504	0.2954652889
505	0.2952831038
506	0.2950968211
507	0.2948893521
508	0.2947555488
509	0.2945744787
510	0.2943882218
511	0.2942088777
512	0.2940292691
513	0.2938729631
514	0.2937216986
515	0.2935446549
516	0.293367202
517	0.2932011191
518	0.2930203399
519	0.2928322361
520	0.2926550962
521	0.2924756197
522	0.2923441307
523	0.292177504
524	0.2920048212
525	0.2918286998
526	0.2916410786
527	0.2914658404
528	0.2912832363
529	0.2911251474
530	0.2909602624
531	0.2907665015
532	0.2905956284
533	0.2904350167
534	0.2902927947
535	0.2901543153
536	0.289972494
537	0.2898194009
538	0.2896431998
539	0.2894603653
540	0.2892682095
541	0.2891222053
542	0.2889478007
543	0.288751504
544	0.2885712501
545	0.2884102386
546	0.2882301368
547	0.2880635465
548	0.2878932774
549	0.2877221264
550	0.2875809498
551	0.2874294246
552	0.2872517361
553	0.2870747255
554	0.2869005476
555	0.2867447714
556	0.2865645585
557	0.2864098284
558	0.2862437148
559	0.2860655983
560	0.285861192
561	0.2857042424
562	0.2855189645
563	0.2853551904
564	0.2851936311
565	0.2850139645
566	0.2848502839
567	0.2846787727
568	0.2845144001
569	0.2843574351
570	0.2842210237
571	0.2840687298
572	0.2839045077
573	0.2837189876
574	0.2835570452
575	0.2833947245
576	0.2832217585
577	0.28306583
578	0.2829088998
579	0.2827513474
580	0.2825809722
581	0.2824233405
582	0.2822710817
583	0.2821334755
584	0.281989309
585	0.2818115644
586	0.2816373697
587	0.2815273539
588	0.2813540565
589	0.281261024
590	0.2811098968
591	0.2809372178
592	0.280788654
593	0.2806382069
594	0.2805189498
595	0.2803709791
596	0.2802194707
597	0.2800482763
598	0.2799049788
599	0.2797616817
600	0.2796202265
601	0.2794500871
602	0.2792824376
603	0.279125542
604	0.2789812683
605	0.2788389055
606	0.278684455
607	0.2785400604
608	0.2783707148
609	0.2782066237
610	0.2780269737
611	0.277865788
612	0.2777420608
613	0.2775651589
614	0.2774453054
615	0.2772711853
616	0.2771067566
617	0.2769318942
618	0.2767788661
619	0.2766176997
620	0.2764442538
621	0.2762879832
622	0.2761135703
623	0.2759504225
624	0.2757975214
625	0.2756417084
626	0.2754938514
627	0.2753291936
628	0.2751702588
629	0.2750034753
630	0.2748614824
631	0.2747215086
632	0.2745777015
633	0.2744187586
634	0.2742557444
635	0.2741336002
636	0.2739907219
637	0.2738347828
638	0.2736611518
639	0.2735420333
640	0.2733649204
641	0.2731935062
642	0.273031972
643	0.2729081901
644	0.2727388326
645	0.27258564
646	0.272451027
647	0.2722842264
648	0.2721187786
649	0.2719537577
650	0.271828347
651	0.2717022878
652	0.271550824
653	0.2713923559
654	0.2712148603
655	0.2710613947
656	0.2708995879
657	0.2707438525
658	0.2705725712
659	0.2704718907
660	0.2703089302
661	0.2701546525
662	0.2700126699
663	0.2698473124
664	0.2696872968
665	0.2695122303
666	0.2693522802
667	0.2692276444
668	0.2690681234
669	0.2689206789
670	0.268783084
671	0.2686042791
672	0.2684470534
673	0.2682724964
674	0.2681279048
675	0.2679790475
676	0.2678108169
677	0.2676580479
678	0.2675086903
679	0.2673565784
680	0.2671943804
681	0.2670474934
682	0.2668822297
683	0.2667233288
684	0.2665811584
685	0.2664479711
686	0.2663133722
687	0.2661475905
688	0.265973913
689	0.2658500415
690	0.265691781
691	0.2655477506
692	0.2654088021
693	0.2652771838
694	0.2651070113
695	0.2649535722
696	0.2648203699
697	0.2647162984
698	0.2645632741
699	0.264417944
700	0.2642718157
701	0.2641371656
702	0.263984212
703	0.2638410231
704	0.2636969867
705	0.2635636165
706	0.2634348757
707	0.2632682562
708	0.2630998371
709	0.2629412137
710	0.2627840275
711	0.262640582
712	0.2624851223
713	0.2623424902
714	0.2621729562
715	0.2620203896
716	0.2619039878
717	0.2617387828
718	0.2615864243
719	0.2614395874
720	0.2612864419
721	0.2611359082
722	0.2609889589
723	0.2608592962
724	0.2606906233
725	0.2605705692
726	0.2604187407
727	0.2603085299
728	0.2602011832
729	0.260049741
730	0.2598972646
731	0.2597423418
732	0.2595749145
733	0.2594444039
734	0.2592963339
735	0.259157525
736	0.2590327782
737	0.2588795232
738	0.2587240786
739	0.2585958634
740	0.258473188
741	0.2583194791
742	0.258167022
743	0.2580200465
744	0.2578837482
745	0.2577322997
746	0.2575715153
747	0.2574204076
748	0.2572782116
749	0.2571240471
750	0.2569820095
751	0.2568420769
752	0.2567219911
753	0.2565798931
754	0.2564245193
755	0.2563106022
756	0.2561560802
757	0.2559923686
758	0.2558302364
759	0.2557170308
760	0.2555708931
761	0.2554235863
762	0.2552718513
763	0.2551342317
764	0.2550020591
765	0.2548564413
766	0.2547128068
767	0.2546009216
768	0.2544579186
769	0.2543091572
770	0.2541753521
771	0.2540199771
772	0.2539125764
773	0.2537564465
774	0.2536017348
775	0.2534624133
776	0.2533153331
777	0.2531847638
778	0.2530810281
779	0.252931279
780	0.2527907027
781	0.2526731789
782	0.252526865
783	0.2523857615
784	0.2522759471
785	0.2521323708
786	0.2519913042
787	0.2518528616
788	0.2516964578
789	0.2515452976
790	0.2514086286
791	0.2512863286
792	0.251146377
793	0.2510287949
794	0.250900135
795	0.2507821374
796	0.2506437382
797	0.2505044063
798	0.2503568431
799	0.2502167314
800	0.2500720778
801	0.2499412955
802	0.2497948805
803	0.2496548515
804	0.2495244229
805	0.249375266
806	0.2492198897
807	0.2491339323
808	0.24898516
809	0.248838443
810	0.2486968508
811	0.2485511798
812	0.2483944952
813	0.2482725403
814	0.2481448367
815	0.2480476396
816	0.2478994095
817	0.2477696357
818	0.2476562423
819	0.2475085369
820	0.2473916427
821	0.2472560412
822	0.2471248097
823	0.2469790315
824	0.2468981441
825	0.246754226
826	0.2466061233
827	0.246507572
828	0.2463633079
829	0.2462452417
830	0.2461393195
831	0.246001471
832	0.2458755794
833	0.2457532576
834	0.2456359183
835	0.2454978734
836	0.2453435573
837	0.245208723
838	0.2450589976
839	0.2449445333
840	0.2448071183
841	0.2446902388
842	0.2445548449
843	0.2444184218
844	0.2442824206
845	0.2441401706
846	0.2440034107
847	0.2438788557
848	0.243736989
849	0.2435940612
850	0.2434620579
851	0.2433435956
852	0.2432253646
853	0.243081457
854	0.2429493126
855	0.2428149274
856	0.2426787459
857	0.2425472656
858	0.2424141982
859	0.2422755494
860	0.2421371998
861	0.2420160113
862	0.2418855096
863	0.2417744644
864	0.2416290091
865	0.2415029685
866	0.2413708353
867	0.2412297519
868	0.2410990832
869	0.2409586088
870	0.240821138
871	0.2406899555
872	0.2405695307
873	0.2404289081
874	0.2403151321
875	0.2401741025
876	0.240028829
877	0.2398981024
878	0.2397570456
879	0.2396263596
880	0.2395103149
881	0.2393689077
882	0.2392474264
883	0.2391056368
884	0.2389855167
885	0.2388568104
886	0.2387154419
887	0.2385981547
888	0.2384679259
889	0.2383591975
890	0.238226364
891	0.2380900302
892	0.2379597305
893	0.2378593663
894	0.2377341742
895	0.2376188293
896	0.2374982445
897	0.2373732721
898	0.237239992
899	0.237113043
900	0.2369776386
901	0.2368803914
902	0.2367550201
903	0.2366521952
904	0.2365117955
905	0.2363894869
906	0.2362742655
907	0.2361447101
908	0.2360074562
909	0.2359003701
910	0.2357561648
911	0.2356292988
912	0.2355065245
913	0.235375065
914	0.235242324
915	0.2351127711
916	0.234974588
917	0.2348428421
918	0.2347042798
919	0.2345837055
920	0.2344958443
921	0.234353781
922	0.2342619004
923	0.2341358638
924	0.234024212
925	0.2339066538
926	0.2337723123
927	0.2336645256
928	0.2335323021
929	0.2334025192
930	0.2332942923
931	0.233150039
932	0.2330249954
933	0.2329369481
934	0.2328191199
935	0.2326826362
936	0.232575814
937	0.2324488638
938	0.2323152159
939	0.2321827552
940	0.2320589406
941	0.2319287742
942	0.2317923293
943	0.2316674747
944	0.2315385471
945	0.2314030277
946	0.2312795701
947	0.2311684627
948	0.2310640435
949	0.2309767733
950	0.2308528493
951	0.2307322577
952	0.2306122657
953	0.230480197
954	0.2303693153
955	0.2302328243
956	0.2301245107
957	0.2299922238
958	0.2298574658
959	0.229733348
960	0.22961052
961	0.2295357153
962	0.2294328474
963	0.2293089468
964	0.2291818785
965	0.229060395
966	0.2289556506
967	0.2288406488
968	0.228722178
969	0.2285888546
970	0.2284906185
971	0.2283616356
972	0.2282365514
973	0.2281042469
974	0.2279868687
975	0.2278626196
976	0.2277426822
977	0.2276081229
978	0.2274817751
979	0.2273525473
980	0.2272120069
981	0.227089823
982	0.2269639631
983	0.2268313441
984	0.2266923639
985	0.2265815715
986	0.2264401673
987	0.2263387689
988	0.2262098737
989	0.226088253
990	0.2259795741
991	0.2258472542
992	0.2257214238
993	0.2255937582
994	0.2254730358
995	0.2253604924
996	0.2252205617
997	0.2250851479
998	0.2249977986
999	0.2248737725
