iter	Logloss
204	0.3895364852
205	0.3892267433
206	0.3889949767
207	0.388731253
208	0.3884663662
209	0.3882316585
210	0.3880353192
211	0.3878181394
212	0.3876250384
213	0.3873515202
214	0.387065987
215	0.3868599041
216	0.3866448624
217	0.3863491082
218	0.3861326487
219	0.3858351444
220	0.3855942827
221	0.3853458564
222	0.3851018185
223	0.3848399191
224	0.3845885881
225	0.3843164148
226	0.3841316968
227	0.383893648
228	0.3836805292
229	0.3834298756
230	0.3832129676
231	0.3829752274
232	0.3827537698
233	0.3825227171
234	0.3823005564
235	0.3820542565
236	0.3818390038
237	0.3816134559
238	0.3814159788
239	0.3811382847
240	0.380964523
241	0.3807033493
242	0.3804406271
243	0.3802465847
244	0.3800603852
245	0.3798571553
246	0.3796730993
247	0.3794604514
248	0.3792180965
249	0.3789957114
250	0.3787648968
251	0.3785147553
252	0.3782580451
253	0.3780119772
254	0.3777586935
255	0.377521047
256	0.3772507438
257	0.3770532021
258	0.3768689317
259	0.3766547499
260	0.3764238918
261	0.3762231908
262	0.3760087097
263	0.3757818252
264	0.3755648114
265	0.375359988
266	0.3752056353
267	0.3749937744
268	0.3747689184
269	0.3746153078
270	0.3744067393
271	0.3741658323
272	0.3739580959
273	0.3737370082
274	0.3735066678
275	0.3733212524
276	0.3731124166
277	0.3728996585
278	0.3726976198
279	0.3725245522
280	0.3723283347
281	0.3721180744
282	0.3719132026
283	0.3716241833
284	0.3714258767
285	0.3712199383
286	0.3710317304
287	0.3708104147
288	0.3706163315
289	0.3704203028
290	0.3702291473
291	0.3700389495
292	0.3698618533
293	0.3696925039
294	0.3695051027
295	0.3692998613
296	0.3690405369
297	0.3688604576
298	0.3686657053
299	0.3684679633
300	0.3682487837
301	0.3680433264
302	0.3678264704
303	0.3676104955
304	0.3674470317
305	0.3672705725
306	0.3670780105
307	0.3669044372
308	0.3667087343
309	0.3665611472
310	0.3663611715
311	0.3661568694
312	0.3659769865
313	0.3657701102
314	0.3656024776
315	0.3654363006
316	0.3652359799
317	0.3650531322
318	0.364813964
319	0.3646344015
320	0.3644889335
321	0.3642945756
322	0.3641012495
323	0.3638991669
324	0.3637411524
325	0.3635594813
326	0.3633849818
327	0.3631913954
328	0.3630604656
329	0.362878263
330	0.3627423706
331	0.362576296
332	0.3624351891
333	0.3622546518
334	0.3620331955
335	0.3618362253
336	0.3616396333
337	0.3614433799
338	0.3612746148
339	0.3611182002
340	0.3609620477
341	0.3607859098
342	0.3606215551
343	0.3604239611
344	0.360222512
345	0.3600427857
346	0.3598718769
347	0.3597040347
348	0.359515508
349	0.3593448049
350	0.3591702666
351	0.3589841654
352	0.3588026355
353	0.3586111687
354	0.3584912971
355	0.358297417
356	0.3581267497
357	0.3579392108
358	0.3577446539
359	0.3575850909
360	0.3574087717
361	0.3572104374
362	0.3570211794
363	0.3568194174
364	0.3566399698
365	0.3564853287
366	0.3563458056
367	0.3562063431
368	0.3560114071
369	0.3558275271
370	0.3556815306
371	0.3554873472
372	0.35532936
373	0.3551953674
374	0.3550514599
375	0.3548246117
376	0.3546482748
377	0.3545001934
378	0.354343557
379	0.3541682519
380	0.354002979
381	0.3538403305
382	0.35369373
383	0.3535290818
384	0.3533546437
385	0.3531793224
386	0.3530347695
387	0.352869714
388	0.3527411188
389	0.3525389778
390	0.3523767056
391	0.3522203641
392	0.3520388805
393	0.3518749266
394	0.3517014723
395	0.3515542028
396	0.3514157802
397	0.3512536493
398	0.3510852579
399	0.3509296565
400	0.3507300244
401	0.3505639446
402	0.350395754
403	0.3502372641
404	0.3500855406
405	0.3499384623
406	0.3497986098
407	0.3496620419
408	0.3494776451
409	0.3493453491
410	0.3491778838
411	0.3490061337
412	0.3488356357
413	0.3486968944
414	0.348500304
415	0.3483297383
416	0.3481680153
417	0.3479886613
418	0.3478112779
419	0.3476717284
420	0.3475227149
421	0.3473399666
422	0.3471679025
423	0.347004319
424	0.3468448819
425	0.3466361752
426	0.3464577523
427	0.3463118494
428	0.3461655915
429	0.3460143017
430	0.3458530901
431	0.3457185843
432	0.3455964442
433	0.3454712015
434	0.3452933966
435	0.3451217411
436	0.3449772831
437	0.3448138313
438	0.3446772397
439	0.3445228015
440	0.3443582686
441	0.344225192
442	0.3440327194
443	0.3438915673
444	0.3437409595
445	0.3435661877
446	0.3434508546
447	0.3432816499
448	0.3431388806
449	0.3429535282
450	0.3428131088
451	0.3426839666
452	0.3425261296
453	0.3423988008
454	0.3422562078
455	0.3420821866
456	0.3418987866
457	0.3417451356
458	0.3415838452
459	0.3414348209
460	0.3412732899
461	0.3411509223
462	0.3410199575
463	0.3408548586
464	0.3407106288
465	0.3405724274
466	0.3404277562
467	0.3402917132
468	0.3401579894
469	0.3400165797
470	0.3398652356
471	0.3397318213
472	0.3395897211
473	0.3394418548
474	0.3393017059
475	0.3391750604
476	0.3390245207
477	0.3388998015
478	0.3387655929
479	0.3386177821
480	0.3384759784
481	0.3383240529
482	0.3381432956
483	0.3380366739
484	0.3378722353
485	0.3377056317
486	0.3375465578
487	0.3374251342
488	0.3373009937
489	0.3371693193
490	0.3370416647
491	0.3369009762
492	0.3367312057
493	0.3366041088
494	0.3364489755
495	0.3363019898
496	0.3361793357
497	0.3360558409
498	0.3359230483
499	0.3357931264
500	0.3356682743
501	0.3355379443
502	0.3353996876
503	0.3352792048
504	0.3351588814
505	0.3350178488
506	0.3348701266
507	0.3347437908
508	0.3346161137
509	0.3344754864
510	0.3343439046
511	0.3341857112
512	0.3340356313
513	0.3338635005
514	0.3337030099
515	0.3335584769
516	0.3334212912
517	0.3332648382
518	0.3331146409
519	0.3329655913
520	0.3328327112
521	0.3326666186
522	0.3325265157
523	0.3323836687
524	0.3322475353
525	0.3321171012
526	0.3319718812
527	0.3318476438
528	0.3316915984
529	0.3315536737
530	0.3313679547
531	0.3312567749
532	0.3310902726
533	0.3309388628
534	0.3308149484
535	0.3306758428
536	0.3305271171
537	0.3304044455
538	0.3302704423
539	0.3301254601
540	0.3300183734
541	0.329865585
542	0.3297379768
543	0.3295860884
544	0.3294452927
545	0.3292979563
546	0.3291647435
547	0.3290302485
548	0.3288828153
549	0.3287669501
550	0.3286210067
551	0.3285088152
552	0.3283832438
553	0.3282861648
554	0.3281141808
555	0.3279748261
556	0.3278289134
557	0.3276993274
558	0.3275803983
559	0.3274416162
560	0.3273116963
561	0.3272170166
562	0.3271058769
563	0.3269502734
564	0.3268295453
565	0.3266945534
566	0.3265437204
567	0.3264274416
568	0.3262950637
569	0.3261785748
570	0.3260646483
571	0.3258920833
572	0.3257621949
573	0.3256547949
574	0.325493134
575	0.3253430341
576	0.3251984971
577	0.3250595848
578	0.3249338521
579	0.3247868881
580	0.324670087
581	0.3245376059
582	0.3244302283
583	0.3243110039
584	0.324217612
585	0.3240825841
586	0.32394545
587	0.3238429654
588	0.3237023548
589	0.3235696929
590	0.3234328542
591	0.3232815046
592	0.3231305873
593	0.3230187505
594	0.3228849456
595	0.3227630069
596	0.3226482132
597	0.3225635021
598	0.3224356402
599	0.3222844751
600	0.3221466001
601	0.3220353495
602	0.3219210936
603	0.3217962859
604	0.3216759824
605	0.3215628803
606	0.3214486019
607	0.3213407767
608	0.3212266808
609	0.321096076
610	0.3209348155
611	0.3207985495
612	0.3206802476
613	0.3205597792
614	0.3204179344
615	0.3202752649
616	0.320136518
617	0.3200151133
618	0.3198927788
619	0.3197494779
620	0.3196214179
621	0.3194858119
622	0.3193618222
623	0.3192605362
624	0.3191416602
625	0.3190233293
626	0.318903917
627	0.3187671131
628	0.318646544
629	0.3185503611
630	0.3184556366
631	0.3183375313
632	0.3182068267
633	0.3180936254
634	0.3179585745
635	0.3178465535
636	0.3177030486
637	0.3175685227
638	0.3174378456
639	0.3173173656
640	0.3172201448
641	0.317094893
642	0.3169729284
643	0.3168290492
644	0.3167005454
645	0.3165865772
646	0.3164761839
647	0.3163292769
648	0.3162146239
649	0.3160934231
650	0.3159951709
651	0.3158923999
652	0.3158047605
653	0.3156722267
654	0.315521425
655	0.3154153564
656	0.3152775355
657	0.3151326666
658	0.3150200809
659	0.3148739596
660	0.3147837768
661	0.3146782723
662	0.3145735866
663	0.3144387338
664	0.3143519443
665	0.3142675529
666	0.314134247
667	0.3139996457
668	0.3138781911
669	0.3137405433
670	0.3136252009
671	0.3134836557
672	0.313370968
673	0.3132590818
674	0.3131571888
675	0.313044604
676	0.3129155193
677	0.3127882415
678	0.3126746069
679	0.3125479394
680	0.3124496077
681	0.312337977
682	0.3122334423
683	0.312096866
684	0.3119947937
685	0.3118745345
686	0.3117380618
687	0.3116176975
688	0.3115160883
689	0.3113980102
690	0.311291812
691	0.3111733396
692	0.3110714425
693	0.310980492
694	0.3108190617
695	0.3107074999
696	0.3106081204
697	0.3105032809
698	0.3104029608
699	0.310266104
700	0.3101793152
701	0.3100445055
702	0.3099384299
703	0.3098173974
704	0.3096959084
705	0.3095949758
706	0.3094804356
707	0.3093956552
708	0.3092758195
709	0.3091406217
710	0.3090439539
711	0.3089273444
712	0.3088137277
713	0.3087140028
714	0.3085966941
715	0.308455022
716	0.3083392932
717	0.3082439439
718	0.308120164
719	0.3080239339
720	0.307889152
721	0.3077712016
722	0.3076560856
723	0.3075355952
724	0.307415163
725	0.3073165392
726	0.3072089488
727	0.3071023396
728	0.3069886684
729	0.3068793459
730	0.3067643986
731	0.3066627668
732	0.3065354857
733	0.3064188387
734	0.3063306908
735	0.3062140789
736	0.3060886837
737	0.3059890568
738	0.3058718133
739	0.3057822048
740	0.3056937897
741	0.3055745546
742	0.3054801684
743	0.3053467491
744	0.3052228161
745	0.3050775861
746	0.304981579
747	0.3048313853
748	0.3047332821
749	0.3046368065
750	0.3045571017
751	0.3044377651
752	0.3043320779
753	0.3042177737
754	0.304099897
755	0.3039981734
756	0.3038689093
757	0.3037800571
758	0.3036585915
759	0.3035456387
760	0.303447388
761	0.3033237952
762	0.3032050444
763	0.303086115
764	0.3029926189
765	0.3029251179
766	0.3028263355
767	0.3026827795
768	0.3025445898
769	0.302424576
770	0.3022869892
771	0.3021747612
772	0.3020580782
773	0.3019653892
774	0.3018920123
775	0.301787507
776	0.3016756738
777	0.3015547601
778	0.3014421353
779	0.3013568491
780	0.3012330794
781	0.3011023083
782	0.3009737927
783	0.3008501751
784	0.3007136143
785	0.300607837
786	0.3005161683
787	0.3003827749
788	0.3002703554
789	0.3001565349
790	0.3000356414
791	0.2999425098
792	0.2998260254
793	0.2997019327
794	0.2995819092
795	0.299507597
796	0.2993794856
797	0.2992902391
798	0.2992005338
799	0.2990921091
800	0.2989725765
801	0.2988639971
802	0.2987384588
803	0.2986161602
804	0.2985365492
805	0.2984343935
806	0.2983494249
807	0.2982357578
808	0.2981269859
809	0.298039906
810	0.2979239396
811	0.2978401302
812	0.2977274585
813	0.2976335553
814	0.2975112523
815	0.2973989688
816	0.2972883928
817	0.297194788
818	0.2970864084
819	0.2969910779
820	0.2968813095
821	0.2967814778
822	0.2966586855
823	0.2965522858
824	0.2964233511
825	0.2963260987
826	0.2962110944
827	0.2961228721
828	0.296038427
829	0.2959084327
830	0.2958277812
831	0.2956916298
832	0.2956570037
833	0.2955424719
834	0.2954541561
835	0.2953295177
836	0.295218471
837	0.2951301161
838	0.2950097946
839	0.2949313072
840	0.2948139465
841	0.2946770066
842	0.2945672098
843	0.2944539768
844	0.2943404247
845	0.2942173199
846	0.2940996198
847	0.2939767103
848	0.2938884634
849	0.2937978008
850	0.2936740503
851	0.2935560191
852	0.2934243112
853	0.2933177922
854	0.2932076209
855	0.2930946582
856	0.2929974813
857	0.2928788352
858	0.2927475499
859	0.2926270971
860	0.2925213066
861	0.292433878
862	0.2923276496
863	0.2922154635
864	0.2921015088
865	0.2920020414
866	0.2918685713
867	0.29175335
868	0.2916446534
869	0.2915502631
870	0.2914291745
871	0.2913293337
872	0.2912416093
873	0.291154362
874	0.2910466263
875	0.2909221184
876	0.2908314181
877	0.2907254374
878	0.2906151236
879	0.2905230715
880	0.2904251837
881	0.29031572
882	0.2902239012
883	0.2901136897
884	0.2900027651
885	0.2899175632
886	0.2898306415
887	0.2897151171
888	0.2896580311
889	0.289541325
890	0.2894325774
891	0.2893245559
892	0.2892407728
893	0.2891212065
894	0.2889933798
895	0.2888858913
896	0.2887819306
897	0.2886757671
898	0.2885852651
899	0.2884943018
900	0.2883644498
901	0.2882554353
902	0.2881487933
903	0.2880570681
904	0.2879910668
905	0.2878808361
906	0.2877653632
907	0.2876552439
908	0.2875400058
909	0.2874345333
910	0.2873341929
911	0.2872452949
912	0.2871631211
913	0.2870499983
914	0.2869612847
915	0.2868653249
916	0.2867512747
917	0.2866645382
918	0.2865792985
919	0.2864873853
920	0.2863623153
921	0.2862434122
922	0.2861312291
923	0.2860344847
924	0.2859349082
925	0.2858279532
926	0.2857081076
927	0.285622175
928	0.2855129055
929	0.2854009927
930	0.2853000477
931	0.2851749661
932	0.2850623084
933	0.2849451307
934	0.2848383104
935	0.2847356254
936	0.2846225772
937	0.2845102527
938	0.2844155261
939	0.2842646508
940	0.2841575972
941	0.2840711139
942	0.2839746026
943	0.2838542199
944	0.2837411944
945	0.2836387485
946	0.2835412429
947	0.2834587344
948	0.2833784676
949	0.2832866875
950	0.283203677
951	0.283096347
952	0.2830255419
953	0.2829376913
954	0.2828669477
955	0.2827564024
956	0.2826761916
957	0.2825891893
958	0.2824916405
959	0.2823848969
960	0.2822676517
961	0.2821824667
962	0.2820752842
963	0.2819702175
964	0.2818751997
965	0.2817673868
966	0.2817052183
967	0.2816147821
968	0.2814990885
969	0.2814061967
970	0.2813341921
971	0.2812272343
972	0.2811330893
973	0.2810321654
974	0.2809322494
975	0.2808038518
976	0.2807177317
977	0.2806018175
978	0.2805084559
979	0.2804285727
980	0.2803520834
981	0.2802611783
982	0.2801834427
983	0.2800954265
984	0.2799660371
985	0.2798607803
986	0.2797916926
987	0.2796603983
988	0.2795588999
989	0.2794475358
990	0.2793426613
991	0.2792582438
992	0.2791733782
993	0.2790748521
994	0.2789697406
995	0.2788786606
996	0.2787806414
997	0.2787027695
998	0.2786101295
999	0.2785121169
